solution_id,configuration_id,scenario_id,aidres_sector_id,horizon,electricity_[mwh/t],electricity_[gj/t],alternative_fuel_mixture_[gj/t],biomass_[gj/t],biomass_waste_[gj/t],coal_[gj/t],coke_[gj/t],crude_oil_[gj/t],hydrogen_[gj/t],methanol_[gj/t],ammonia_[gj/t],naphtha_[gj/t],natural_gas_[gj/t],plastic_mix_[gj/t],alternative_fuel_mixture_[t/t],biomass_[t/t],biomass_waste_[t/t],coal_[t/t],coke_[t/t],crude_oil_[t/t],hydrogen_[t/t],methanol_[t/t],ammonia_[t/t],naphtha_[t/t],natural_gas_[t/t],plastic_mix_[t/t],totex_[eur/t],opex_var_[eur/t],co2_allowance_[eur/t],opex_cst_[eur/t],opex_[eur/t],capex_[eur/t],direct_emission_[tco2/t],total_emission_[tco2/t],direct_emission_reduction_[%],total_emission_reduction_[%],captured_co2_[tco2/t],route_name,product_id,capex_cc_eur_tCO2,opex_cc_eur_tCO2,totex_cc_eur_tCO2,totex_cc_eur_t,Additional_cc_capex
69,76,No_CDR_price,6,2050,3.96347,14.26849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409.98205,277.44290000000007,0.0,995.53915,1272.98205,137.0,0,0.4756164,0,0,0,(H2)PEA-AEL,chemical-PEA,0.0,0.0,0.0,0.0,0.0
70,77,No_CDR_price,6,2050,2.37195,8.53901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.57565,166.0365,0.0,995.53915,1161.57565,111.0,0,0.284634,0,0,0,(EL)PEA,chemical-PEA,0.0,0.0,0.0,0.0,0.0
71,82,No_CDR_price,6,2050,0.29492,1.06171,0,0,0,0,0,0,0,0,0,60.52478,0,0,0,0,0,0,0,0,0,0,0,1.34823,0,0,746.908569,546.8585690000001,145.04999999999998,0,691.908569,55.0,0.967,1.3156651228,0,0,0,(LN)O,chemical-olefins,0.0,0.0,0.0,0.0,0.0
72,83,No_CDR_price,6,2050,0.74416,2.67898,0,0,0,0,0,0,0,0,0,60.52478,2.61106,0,0,0,0,0,0,0,0,0,0,1.34823,0.05333,0,730.4031431035622,607.2591232222222,16.65,0,623.9091232222222,106.49401988134,0.111,0.5322865194666667,0,0,1.002,(LN)O-MEA,chemical-olefins,32.93413173652694,60.279994233754614,93.21412597028156,93.40055422222213,18.45710567
73,84,No_CDR_price,6,2050,10.41687,37.50071,0,0,0,0,0,0,0,0,0,60.52478,0,0,0,0,0,0,0,0,0,0,0,1.34823,0,0,1310.3950690000001,1255.3950690000001,0.0,0,1255.3950690000001,55.0,0,1.5632991227999997,0,0,0,(LN+EL)O,chemical-olefins,0.0,0.0,0.0,0.0,0.0
74,85,No_CDR_price,6,2050,0.18397,0.66231,0,0,0,0,0,0,0,49.00961,0,0,0,0,0,0,0,0,0,0,0,2.4628,0,0,0,0,1061.6759,1022.6259,22.049999999999997,0,1044.6759,17.0,0.147,1.796543896,0,0,0,(MeOH)O,chemical-olefins,0.0,0.0,0.0,0.0,0.0
75,86,No_CDR_price,6,2050,0.20643,0.74315,0,0,0,0,0,0,0,49.00961,0,0,0,0,0,0,0,0,0,0,0,2.4628,0,0,0,0,1045.88443794844,1024.1981,2.25,0,1026.4481,19.43633794844,0.015,1.6672390959999999,0,0,0.132,(MeOH)O-MEA,chemical-olefins,0.0,11.910606060606561,11.910606060606561,1.5722000000000662,18.45710567
76,87,No_CDR_price,6,2050,1.56218,5.62384,0,96.07932,0,0,0,0,0,0,0,0,0,0,0,5.55372,0,0,0,0,0,0,0,0,0,0,910.7246000000001,664.7246000000001,0.0,0,664.7246000000001,246.0,0,0.18746159999999998,0,0,0,((BM)MeOH)O,chemical-olefins,0.0,0.0,0.0,0.0,0.0
77,88,No_CDR_price,6,2050,1.65531,5.95911,0,96.07932,0,0,0,0,0,0,0,0,0,0,0,5.55372,0,0,0,0,0,0,0,0,0,0,945.4863879689201,671.2437000000001,0.0,0,671.2437000000001,274.24268796892,-1.476,-1.2773628,0,0,1.476,((BM)MeOH)O-MEA,chemical-olefins,0.6775067750677507,4.41673441734416,5.094241192411911,7.51909999999998,18.45710567
78,89,No_CDR_price,6,2050,1.53095,5.51143,0,93.01873,0,0,0,0,17.93116,0,0,0,0,0,0,5.37681,0,0,0,0,0.14958,0,0,0,0,0,1953.0432571733354,1836.0432571733354,0.0,0,1836.0432571733354,117.0,0,0.183714,0,0,0,((BM+H2)MeOH)O,chemical-olefins,0.0,0.0,0.0,0.0,0.0
79,90,No_CDR_price,6,2050,9.00976,32.4351,0,93.01873,0,0,0,0,0,0,0,0,0,0,0,5.37681,0,0,0,0,0,0,0,0,0,0,1331.3642,1168.3642,0.0,0,1168.3642,163.0,0,1.0811712,0,0,0,((BM+H2)MeOH)O-AEL,chemical-olefins,0.0,0.0,0.0,0.0,0.0
80,91,No_CDR_price,6,2050,1.62398,5.84631,0,93.01873,0,0,0,0,17.93116,0,0,0,0,0,0,5.37681,0,0,0,0,0.14958,0,0,0,0,0,1989.0715854334853,1842.5553571733353,0.0,0,1842.5553571733353,146.51622826015,-1.545,-1.3501224,0,0,1.545,((BM+H2)MeOH)O-MEA,chemical-olefins,0.6472491909385114,4.214951456310627,4.862200647249138,7.5120999999999185,18.45710567
81,92,No_CDR_price,6,2050,9.10278,32.76997,0,93.01873,0,0,0,0,0,0,0,0,0,0,0,5.37681,0,0,0,0,0,0,0,0,0,0,1338.8756,1174.8756,0.0,0,1174.8756,164.0,-1.545,-0.4526664,0,0,1.545,((BM+H2)MeOH)O-MEA-AEL,chemical-olefins,0.0,0.0,0.0,0.0,0.0
82,93,No_CDR_price,6,2050,18.98278,68.33796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422.3349216,1328.7946000000002,87.89999999999999,125.6403216,1542.3349216000001,880.0,0.586,2.8639336,0,0,0,((COEL)MeOH)O,chemical-olefins,0.0,0.0,0.0,0.0,0.0
83,94,No_CDR_price,6,2050,19.07252,68.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360.3120733937603,1335.0764000000001,8.849999999999998,125.6403216,1469.5667216000002,890.74535179376,0.059,2.3477024,0,0,0.528,((COEL)MeOH)O-MEA,chemical-olefins,1.8939393939393938,11.89734848484887,13.791287878788264,7.281800000000204,18.45710567
84,99,No_CDR_price,5,2050,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,742.8209857777777,354.52098577777775,261.29999999999995,0,615.8209857777777,127.0,1.742,2.0142523033333335,0,0,0,(NG)NH3,fertiliser-ammonia,0.0,0.0,0.0,0.0,0.0
85,100,No_CDR_price,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,849.2715447945867,371.1377786666667,219.0,0,590.1377786666667,259.13376612792,1.46,1.74463408,0,0,0.359,(NG)NH3-MEA,fertiliser-ammonia,356.54596100278553,46.286331166821554,402.83229216960706,144.61679288888894,11.51466888
86,101,No_CDR_price,5,2050,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,546.1718155873778,354.52098577777775,48.300000000000004,0,402.82098577777776,143.3508298096,0.322,0.5942523033333333,0,0,1.42,(NG)NH3-DEA,fertiliser-ammonia,0.0,0.0,0.0,0.0,11.51466888
87,102,No_CDR_price,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,652.6223746041867,371.1377786666667,6.0,0,377.1377786666667,275.48459593752,0.04,0.32463408,0,0,1.779,(NG)NH3-MEA-DEA,fertiliser-ammonia,71.95053400786959,9.340524389482258,81.29105839735185,144.61679288888894,11.51466888
88,103,No_CDR_price,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,679.2924415555556,331.9924415555555,243.3,0,575.2924415555556,104.0,1.622,1.8809639316666669,0,0,0,(NG)NH3-MVR,fertiliser-ammonia,0.0,0.0,0.0,0.0,0.0
89,104,No_CDR_price,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,720.7779112917154,340.68224155555555,216.0,0,556.6822415555555,164.09566973616,1.44,1.7138607316666667,0,0,0.182,(NG)NH3-MVR-MEA,fertiliser-ammonia,318.6813186813187,47.74615384615411,366.42747252747284,66.68980000000006,11.51466888
90,105,No_CDR_price,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,482.6432713651555,331.9924415555555,30.3,0,362.2924415555555,120.3508298096,0.202,0.46096393166666666,0,0,1.42,(NG)NH3-MVR-DEA,fertiliser-ammonia,0.0,0.0,0.0,0.0,11.51466888
91,106,No_CDR_price,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,524.1287411013155,340.68224155555555,3.0,0,343.68224155555555,180.44649954576,0.02,0.2938607316666667,0,0,1.602,(NG)NH3-MVR-MEA-DEA,fertiliser-ammonia,36.20474406991261,5.424344569288419,41.62908863920103,66.68980000000005,11.51466888
92,107,No_CDR_price,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,490.9891,320.9891,0.0,0,320.9891,170.0,0,0.1487316,0,0,0,(BM)NH3,fertiliser-ammonia,0.0,0.0,0.0,0.0,0.0
93,108,No_CDR_price,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,520.43210832616,320.9891,0.0,0,320.9891,199.44300832616,-2.557,-2.4082684,0,0,2.557,(BM)NH3-DEA,fertiliser-ammonia,0.0,0.0,0.0,0.0,11.51466888
94,109,No_CDR_price,5,2050,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,2175.274607451384,1598.2746074513839,0.0,0,1598.2746074513839,577.0,0,0.113412,0,0,0,(H2)NH3,fertiliser-ammonia,0.0,0.0,0.0,0.0,0.0
95,110,No_CDR_price,5,2050,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443.6611952,739.5234,0.0,0.1377952,739.6611952000001,704.0,0,1.2677543999999998,0,0,0,(H2)NH3-AEL,fertiliser-ammonia,0.0,0.0,0.0,0.0,0.0
96,115,No_CDR_price,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,163.48106467555553,72.11791955555555,61.349999999999994,0.01314512,133.48106467555553,30.0,0.409,0.4556092766666666,0,0,0,(NG)HNO3,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,0.0
97,116,No_CDR_price,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,106.84056424747556,72.11791955555555,0.0,0.01314512,72.13106467555555,34.70949957192,0,0.046609276666666664,0,0,0.409,(NG)HNO3-DEA,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,11.51466888
98,117,No_CDR_price,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,97.43214512,67.419,0.0,0.01314512,67.43214512,30.0,0,0.0,0,0,0,(BM)HNO3,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,0.0
99,118,No_CDR_price,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,105.90694141568,67.419,0.0,0.01314512,67.43214512,38.47479629568,-0.736,-0.736,0,0,0.736,(BM)HNO3-DEA,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,11.51466888
100,119,No_CDR_price,5,2050,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,471.03748682516994,441.02434170516995,0.0,0.01314512,441.03748682516994,30.0,0,0.0,0,0,0,(H2)HNO3,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,0.0
101,120,No_CDR_price,5,2050,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.27900736000004,180.22620000000003,0.0,0.05280736,180.27900736000004,67.0,0,0.3089592,0,0,0,(H2)HNO3-AEL,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,0.0
102,121,No_CDR_price,5,2050,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,260.27714512,230.26399999999998,0.0,0.01314512,230.27714511999997,30.0,0,0.5785382999999998,0,0,0,(NH3)HNO3,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,0.0
103,126,No_CDR_price,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,241.94722733333333,181.04722733333332,27.9,0,208.94722733333333,33.0,0.186,0.320106235,0,0,0,(NG)Urea,fertiliser-urea,0.0,0.0,0.0,0.0,0.0
104,127,No_CDR_price,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,261.70854289464,182.222532,12.3,0,194.522532,67.18601089464,0.082,0.21837223,0,0,0.103,(NG)Urea-MEA,fertiliser-urea,320.3883495145631,11.410724919093944,331.79907443365704,34.175304666666676,11.51466888
105,128,No_CDR_price,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,232.25325415493333,181.04722733333332,17.4,0,198.44722733333333,33.8060268216,0.116,0.250106235,0,0,0.07,(NG)Urea-DEA,fertiliser-urea,0.0,0.0,0.0,0.0,11.51466888
106,129,No_CDR_price,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,251.86456971624,182.222532,1.6499999999999997,0,183.872532,67.99203771624,0.011,0.14737223000000002,0,0,0.173,(NG)Urea-MEA-DEA,fertiliser-urea,190.75144508670522,6.793668593448996,197.5451136801542,34.175304666666676,11.51466888
107,130,No_CDR_price,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,195.9229408,166.6783,0.0,18.2446408,184.9229408,11.0,0,0.0578748,0,0,0,(BM)Urea,fertiliser-urea,0.0,0.0,0.0,0.0,0.0
108,131,No_CDR_price,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,212.63072534488,166.6783,0.0,18.2446408,184.9229408,27.707784544880003,-1.451,-1.3931252,0,0,1.451,(BM)Urea-DEA,fertiliser-urea,0.0,-1.95876701794652e-14,-1.95876701794652e-14,-2.842170943040401e-14,11.51466888
109,132,No_CDR_price,5,2050,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,937.5566312545044,908.3119904545044,0.0,18.2446408,926.5566312545044,11.0,0,0.0665928,0,0,0,(H2)Urea,fertiliser-urea,0.0,0.0,0.0,0.0,0.0
110,133,No_CDR_price,5,2050,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.2825351199999,420.9597,0.0,18.32283512,439.28253512,83.0,0,0.7216452,0,0,0,(H2)Urea-AEL,fertiliser-urea,0.0,0.0,0.0,0.0,0.0
111,134,No_CDR_price,5,2050,0.01863,0.06705,0,0,0,0,0,0,0,0,10.72513,0,0,0,0,0,0,0,0,0,0,0,0.56747,0,0,0,484.5247408,455.2801,0.0,18.2446408,473.5247408,11.0,0,1.1428502999999999,0,0,0,(NH3)Urea,fertiliser-urea,0.0,0.0,0.0,0.0,0.0
112,139,No_CDR_price,3,2050,0.2976,1.07136,0,0,0,0,0,0,0.044,0,0,0,4.72991,0,0,0,0,0,0,0,0.00037,0,0,0,0.09661,0,285.1648362049882,76.2279796049882,50.7,105.2368566,232.1648362049882,53.0,0.338,0.40760968833333333,0,0,0,(NG),glass-container,0.0,0.0,0.0,0.0,0.0
113,140,No_CDR_price,3,2050,0.31417,1.131,0,0,0,0,0,0,0.044,0,0,0,4.72991,0,0,0,0,0,0,0,0.00037,0,0,0,0.09661,0,252.7577362049882,77.3878796049882,1.6499999999999997,105.2368566,184.2747362049882,68.483,0.011,0.08259808833333333,0,0,0.097,(NG)-CC,glass-container,20.618556701030926,11.957731958762963,32.57628865979389,3.1599000000000075,139.0
114,141,No_CDR_price,3,2050,0.2976,1.07136,0,0,0,0,0,0,5.03836,0,0,0,0,0,0,0,0,0,0,0,0.04203,0,0,0,0,0,526.7290964314968,355.5422398314968,10.95,105.2368566,471.72909643149677,55.0,0.073,0.10871199999999999,0,0,0,(H2),glass-container,0.0,0.0,0.0,0.0,0.0
115,142,No_CDR_price,3,2050,0.30116,1.08417,0,0,0,0,0,0,5.03836,0,0,0,0,0,0,0,0,0,0,0,0.04203,0,0,0,0,0,519.2472964314968,355.7914398314968,0.3,105.2368566,461.3282964314968,57.919,0.002,0.0381392,0,0,0.021,(H2)-CC,glass-container,0.0,11.866666666668108,11.866666666668108,0.2492000000000303,139.0
116,143,No_CDR_price,3,2050,2.39902,8.63647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.1485179,167.93140000000002,10.95,105.2671179,284.1485179,68.0,0.073,0.3608824,0,0,0,(H2)-AEL,glass-container,0.0,0.0,0.0,0.0,0.0
117,144,No_CDR_price,3,2050,2.40258,8.64928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.66671790000004,168.18060000000003,0.3,105.2671179,273.74771790000005,70.919,0.002,0.2903096,0,0,0.021,(H2)-AEL-CC,glass-container,0.0,11.866666666666754,11.866666666666754,0.24920000000000186,139.0
118,145,No_CDR_price,3,2050,1.41297,5.08667,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,268.04128976054375,101.85443316054376,10.95,105.2368566,218.04128976054375,50.0,0.073,0.2425564,0,0,0,(EL),glass-container,0.0,0.0,0.0,0.0,0.0
119,146,No_CDR_price,3,2050,1.41652,5.09948,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,261.55878976054373,102.10293316054376,0.3,105.2368566,207.63978976054375,53.919,0.002,0.1719824,0,0,0.021,(EL)-CC,glass-container,47.61904761904761,11.833333333332314,59.452380952379926,1.2484999999999786,139.0
120,151,No_CDR_price,3,2050,0.6,2.16,0,0,0,0,0,0,0.044,0,0,0,7.24212,0,0,0,0,0,0,0,0.00037,0,0,0,0.14792,0,390.84381116054374,125.25359716054375,95.10000000000001,90.490214,310.84381116054374,80.0,0.634,0.75790186,0,0,0,(NG),glass-fibre,0.0,0.0,0.0,0.0,0.0
121,152,No_CDR_price,3,2050,0.63105,2.27179,0,0,0,0,0,0,0.044,0,0,0,7.24212,0,0,0,0,0,0,0,0.00037,0,0,0,0.14792,0,330.3543111605438,127.42709716054375,3.0,90.490214,220.91731116054376,109.437,0.02,0.14762786,0,0,0.183,(NG)-CC,glass-fibre,21.85792349726776,11.877049180327969,33.73497267759573,6.173500000000018,139.0
122,153,No_CDR_price,3,2050,0.6,2.16,0,0,0,0,0,0,7.16721,0,0,0,0,0,0,0,0,0,0,0,0.05979,0,0,0,0,0,719.6840455375968,518.1438315375968,34.05,90.490214,642.6840455375968,77.0,0.227,0.299,0,0,0,(H2),glass-fibre,0.0,0.0,0.0,0.0,0.0
123,154,No_CDR_price,3,2050,0.61114,2.20009,0,0,0,0,0,0,7.16721,0,0,0,0,0,0,0,0,0,0,0,0.05979,0,0,0,0,0,698.6378455375968,518.9236315375969,1.05,90.490214,610.4638455375969,88.174,0.007,0.0803368,0,0,0.066,(H2)-CC,glass-fibre,30.3030303030303,11.815151515151863,42.118181818182165,2.779800000000023,139.0
124,155,No_CDR_price,3,2050,3.58933,12.92157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.83635032,251.25310000000002,34.05,90.53325032,375.83635032,96.0,0.227,0.6577196,0,0,0,(H2)-AEL,glass-fibre,0.0,0.0,0.0,0.0,0.0
125,156,No_CDR_price,3,2050,3.60046,12.96166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.78945032,252.03220000000005,1.05,90.53325032,343.61545032000004,106.174,0.007,0.4390552,0,0,0.066,(H2)-AEL-CC,glass-fibre,15.15151515151515,11.80454545454588,26.95606060606103,1.779100000000028,139.0
126,157,No_CDR_price,3,2050,2.19079,7.88683,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,351.8420471605437,156.30183316054374,34.05,90.490214,280.8420471605437,71.0,0.227,0.48989479999999996,0,0,0,(EL),glass-fibre,0.0,0.0,0.0,0.0,0.0
127,158,No_CDR_price,3,2050,2.20193,7.92693,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,329.7958471605437,157.08163316054373,1.05,90.490214,248.62184716054372,81.174,0.007,0.2712316,0,0,0.066,(EL)-CC,glass-fibre,15.15151515151515,11.815151515151431,26.966666666666583,1.7797999999999945,139.0
128,163,No_CDR_price,3,2050,0.222,0.7992,0,0,0,0,0,0,0.044,0,0,0,5.43076,0,0,0,0,0,0,0,0.00037,0,0,0,0.11092,0,297.89884310276597,78.70762738276596,73.04999999999998,85.14121572,236.89884310276597,61.0,0.487,0.5525604466666667,0,0,0,(NG),glass-float,0.0,0.0,0.0,0.0,0.0
129,164,No_CDR_price,3,2050,0.24583,0.885,0,0,0,0,0,0,0.044,0,0,0,5.43076,0,0,0,0,0,0,0,0.00037,0,0,0,0.11092,0,251.37694310276598,80.37572738276597,2.4,85.14121572,167.91694310276597,83.46000000000001,0.016,0.08442004666666666,0,0,0.14,(NG)-CC,glass-float,21.428571428571427,11.91500000000017,33.34357142857159,4.668100000000024,139.0
130,165,No_CDR_price,3,2050,0.222,0.7992,0,0,0,0,0,0,5.7784,0,0,0,0,0,0,0,0,0,0,0,0.0482,0,0,0,0,0,574.8268869043479,399.385671184348,27.299999999999997,85.14121572,511.826886904348,63.0,0.182,0.20864,0,0,0,(H2),glass-float,0.0,0.0,0.0,0.0,0.0
131,166,No_CDR_price,3,2050,0.2309,0.83123,0,0,0,0,0,0,5.7784,0,0,0,0,0,0,0,0,0,0,0,0.0482,0,0,0,0,0,557.2778869043478,400.008671184348,0.9,85.14121572,486.04988690434794,71.228,0.006,0.033708,0,0,0.052,(H2)-CC,glass-float,19.23076923076923,11.980769230769047,31.211538461538275,1.6229999999999902,139.0
132,167,No_CDR_price,3,2050,2.63208,9.47547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.72152140000003,184.24560000000002,27.299999999999997,85.1759214,296.72152140000003,78.0,0.182,0.4978496,0,0,0,(H2)-AEL,glass-float,0.0,0.0,0.0,0.0,0.0
133,168,No_CDR_price,3,2050,2.64098,9.5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.1725214,184.86860000000001,0.9,85.1759214,270.9445214,86.228,0.006,0.32291759999999997,0,0,0.052,(H2)-AEL-CC,glass-float,19.23076923076923,11.980769230769047,31.211538461538275,1.6229999999999902,139.0
134,169,No_CDR_price,3,2050,1.50263,5.40948,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,278.57184888054377,108.13063316054375,27.299999999999997,85.14121572,220.57184888054377,58.0,0.182,0.36231559999999996,0,0,0,(EL),glass-float,0.0,0.0,0.0,0.0,0.0
135,170,No_CDR_price,3,2050,1.51153,5.44151,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,261.0228488805438,108.75363316054377,0.9,85.14121572,194.79484888054378,66.228,0.006,0.1873836,0,0,0.052,(EL)-CC,glass-float,19.23076923076923,11.980769230769594,31.211538461538822,1.6230000000000186,139.0
136,175,No_CDR_price,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,704.4289424577778,610.8600537777778,34.65,14.91888868,660.4289424577778,44.0,0.231,0.6181601225333334,0,0,0,REF-SMR,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
137,176,No_CDR_price,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,715.3762301073282,635.6928014273282,28.35,7.33342868,671.3762301073282,44.0,0.189,0.5705412408666667,0,0,0,REF(H2),refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
138,177,No_CDR_price,4,2050,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,693.3585564712282,637.7151014273281,2.8499999999999996,6.35784708,646.9229485073282,46.4356079639,0.019,0.4040080408666667,0,0,0.17,REF(H2)-MEA,refineries-light-liquid-fuel,0.0,6.157167058823715,6.157167058823715,1.0467184000000316,14.32710567
139,178,No_CDR_price,4,2050,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,678.4894344371378,613.3338537777778,3.4499999999999997,13.72554268,630.5093964577778,47.98003797936,0.023,0.4144009225333334,0,0,0.208,REF-SMR-MEA,refineries-light-liquid-fuel,4.8076923076923075,6.15602884615367,10.963721153845977,2.2804539999999633,14.32710567
140,179,No_CDR_price,4,2050,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,792.42192728,552.4639999999999,0.0,46.95792728,599.42192728,193.0,0,0.102084,0,0,0,(BM)FT,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
141,180,No_CDR_price,4,2050,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,1714.8497791842778,1591.9899163842779,0.0,44.8598628,1636.8497791842778,78.0,0,0.0987576,0,0,0,(BM+H2)FT,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
142,181,No_CDR_price,4,2050,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,1133.3225628,999.4627,0.0,44.8598628,1044.3225628,89.0,0,0.8952851999999999,0,0,0,(BM+H2)FT-AEL,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
